,1
财务软件,1
Turbo,2
Tax,2
Intuit,4
邻居,7
挤垮,4
壮,1
尚未,2
平息,1
End,1
User,1
Myspace,1
生物科技,3
亮点,1
前十名,2
十名,8
医学,9
医学院,8
化学,3
化学系,2
学系,2
充足,2
医药,5
医药公司,4
佛学,14
约翰霍普金斯,6
霍普金,7
霍普金斯,7
普金斯,7
药品,12
局,5
US,2
Food,1
Drug,1
Administration,1
周期长,1
坚韧,2
艰苦,1
抗癌,2
Avastin,2
Rituxan,1
万名,1
杰,4
全美,2
透,2
熟悉,8
理解,9
西洋,2
西洋参,1
洋参,1
卵磷脂,1
磷脂,1
保健,4
保健品,2
药,11
抗生,1
抗生素,1
治,2
诺,2
新药,9
年销售额,2
专利法,2
制药业,2
药业,2
默尔,3
Merck,2
床,3
治疗,3
试验,2
辉瑞,11
Pfizer,1
著称,2
平静,1
水面,2
百十年,4
伟哥,1
停滞,1
状态,3
时高时低,1
执,1
辉瑞公司,1
特效,1
特效药,1
锐减,1
源源,1
旧药,1
技术实力,1
密度,1
年度报告,1
Staff,1
Scientists,1
充分,4
强生,2
足足,1
愁,2
途径,4
分配,7
分配制,1
分配制度,1
配制,1
旧式,1
建造,1
天时,1
新型,3
生产关系,3
生产资料,1
资料,2
微微,5
中分,1
息息相关,1
拼命,2
发挥,2
创造性,1
优秀员工,1
舒服,2
勾心斗角,1
追究,1
厉害,4
入股,1
创造力,1
金矿石,1
矿石,1
消亡,2
奥利,3
作家,2
茨威格,2
群星,3
闪耀,3
写道,1
漫长,1
岁月,2
流逝,1
平时,2
慢慢悠悠,1
慢悠悠,1
悠悠,1
世世,1
世世代代,1
世代,1
存亡,1
市民,2
美德,3
勤勉,2
朽,2
鄙视,2
畏首畏尾,2
门外,3
热烈,2
双臂,2
高高,2
节选,1
舒,5
昌,1
译,1
回头,3
失落,1
争霸,5
呼风唤雨,3
Novell,54
Real,36
篇幅,3
影响力,9
知名,5
知名度,3
探讨,2
孵化,7
首推,2
高峰期,2
足球,2
足球场,2
球场,3
平米,1
Work,2
Station,2
Mini,1
Computer,3
Solaris,16
工程部,1
Rosen,1
奠,5
校园,10
校园网,1
University,3
Network,2
首字,3
首字母,3
贝克,7
Bechtolsheim,1
Graphic,1
字节,1
虚拟,4
选项,1
原型机,1
斯科特,1
Scott,1
McNealy,1
纳斯达克,8
达克,8
代号,2
SUNW,1
JAVA,1
SPARC,1
中型,1
中型机,1
主流产品,1
流产,1
网络系统,3
中企,7
根性,1
逊色,1
微软公司,8
NT,13
enterprise,1
网络操作系统,14
争夺战,1
争霸战,1
成套,1
缺乏,7
Star,1
Office,7
象样,1
Server,3
轻松,1
雄心,3
办公室,5
公室,5
Leverage,3
计算机专业,1
棒,1
反观,1
细节,5
讲清,3
讲清楚,3
户数,1
Hotmail,6
电子邮件,2
FreeBSD,1
移植,2
商业版,1
完善,5
取胜,2
转换,2
决战,1
竞赛,1
回合,1
思维,4
十万美元,4
侵蚀,1
处女,2
敌舰,1
舰队,2
英国,11
殖民,2
埋,2
富国,6
穷国,1
成长率,2
情形,2
捏,1
软柿子,1
柿子,1
财政年度,3
值钱,6
错失,3
错失良机,2
良机,3
施瓦茨,2
瓦茨,6
Jonathon,1
Schwartz,1
恒,1
理家,1
实践,3
实践家,1
占优,3
占优势,3
兼,6
窝里,1
窝里斗,1
逃脱,3
价格优势,1
Sparc,1
公众,1
Platform,1
交流,9
编译,3
编译器,1
皇冠,1
构想,2
Object,1
Borland,2
吆喝,3
设想,2
名堂,1
眼馋,1
宝贝,1
授权,4
License,2
判,2
误导,1
JSP,4
争锋,1
Visual,1
Basic,1
ASP,4
鉴,8
指控,1
违反,2
扯,1
格局,2
净,3
荒唐事,1
急刹车,1
刹车,1
低迷,2
畅,3
巅峰,1
前门,1
前门拒狼,1
门,11
驱,1
虎,2
苦,1
堪,4
平分,2
平分秋色,2
秋色,2
转变成,3
创导,1
COO,2
举措,1
回升,1
回放,2
跨平台,2
系统控制,1
英,2
劣,1
Bjorn,1
Liencres,1
挖,1
荣,2
公司业绩,1
司业,1
冗员,1
知识结构,1
开发工具,2
Risk,1
Factors,1
原文,2
Our,2
competitors,3
are,2
some,2
largest,2
most,2
successful,2
companies,3
in,5
world,2
They,2
include,3
International,2
Machines,1
Corporation,7
Company,5
EMC,3
We,2
compete,2
with,2
systems,8
manufacturers,2
resellers,2
based,2
microprocessors,2
from,5
family,3
operating,3
software,3
These,1
addition,1
Fujitsu,2
HDS,1
Siemens,1
joint,1
venture,1
i,1
Red,1
Hat,1
others,1
as,2
well,1
ii,1
that,3
focus,1
providing,1
support,1
maintenance,1
services,1
storage,1
鼎,1
Lenix,1
扶助,1
AOL,2
Ask,1
Jeeves,1
销售商,1
瞬,1
逝,1
功败垂成,1
垂成,1
时运,2
COM,11
消息,13
Main,1
Frame,1
分时,1
深远,5
深远影响,1
施乐公司,1
PARC,1
Ethernet,1
适配,5
适配器,5
配器,5
Adaptor,1
俗称,3
网卡,3
网络适配器,2
PDP,1
VAX,4
花费,1
机房,1
培训,4
LAN,3
保存,2
十台,1
计算力,1
缺点,1
辅,1
Palm,1
Pilot,1
母公司,1
Robotics,1
NOS,2
Operating,1
MSDOS,2
DRDOS,2
非专业,1
说明书,2
两圈,1
字样,1
TCP,2
UNIX,8
模样,1
程序开发,1
决心,4
左右摇摆,1
摇摆,1
垮,1
处理软件,2
Word,1
Perfect,1
务正,2
正业,2
胡乱,3
讲法,1
Words,1
Excel,1
显现,2
律,7
天平,1
倾斜,1
宽裕,1
教学,7
特色,1
犯错,1
犯错误,1
欠缺,1
审判,1
喘,1
口气,1
布什,1
翻,1
天日,1
深渊,1
NetWare,3
总算,1
视野,1
试金石,1
金石,1
昙花,2
话题,4
急需,1
追捧,5
提醒,1
犹豫,2
应声,1
展示,1
绕,3
受制,4
苛刻,1
注资,2
两难,1
莲花,3
WordPerfect,2
宣战,1
偷袭,1
珍珠,1
珍珠港,1
周年,1
纪念日,1
处境,1
通知,6
全力,2
IE,15
魄力,1
杀招,1
转折,1
转折年,1
十月,2
示威,1
重镇,1
举行,5
夜里,1
偷营,1
偷营劫寨,1
劫寨,1
楼前,1
恶作剧,2
工科,9
戏,2
MIT,4
佛,29
耶鲁,6
万圣,1
万圣节,1
十斤,1
南瓜,1
插,1
塔楼,1
尖顶,1
发言,8
逗乐,1
控制权,2
合法,3
合法性,1
真格,1
贸易,2
表决,2
案子,1
饶,1
狡辩,1
胜败,1
拉开序幕,1
序幕,1
参议,2
参议员,2
议员,3
听证,1
代尔,5
作证,1
反复,2
反复强调,1
举手,3
先生,4
百分百,3
裁决,1
炮,1
解决办法,4
先例,1
新意,2
实行,1
原话,3
难逃,1
厄运,4
畅销,2
居安思危,2
倾销,1
课程,8
课程设计,1
Bug,2
死机,2
安全,12
安全性,3
抢走,1
预装,9
流失,1
门前,1
回敬,1
换成,2
赛门铁克,3
门铁克,3
Symantec,1
Meaningful,1
Players,1
杂乱,1
索引,8
HTTP,1
次访问,1
门户,5
门户网,5
门户网站,5
Portal,1
采取行动,1
雅虎公司,7
少少,2
缺省,2
页面,1
页面设置,1
实力雄厚,1
雄厚,1
雄心勃勃,2
勃勃,2
顶住,1
轮番,1
制造厂,1
制造厂商,1
MSN,12
搜索引擎,6
引擎,6
防,1
工具条,1
邮箱,1
吸引力,2
引力,2
史密斯,1
密斯,1
亲口,2
先手,1
Major,1
Player,3
视线,2
衰亡,3
重蹈,1
重蹈覆辙,1
覆辙,1
薪火,2
面貌,1
翻版,3
MP,9
媒体格式,2
体格,2
格式,9
悠久,3
追述,1
压缩算法,1
Fraunhofer,1
研究成果,2
高保真,1
保真,1
音频,8
Audio,1
Layer,1
WinPlay,1
音频文件,1
格雷,1
格雷斯,1
NBC,13
视频压缩,1
网路,2
转播,2
NBA,2
篮球,3
篮球赛,1
媒体播放器,3
Media,2
RealPlayer,7
抢夺,1
MediaPlayer,3
观众,3
久久,4
文件格式,1
夺取,1
Nelson,1
Comsore,1
径庭,1
逐年,2
境遇,1
节节,1
节节败退,1
败退,1
谙熟,1
退路,3
广播,13
收费,9
订阅,2
订阅费,1
Subscription,1
Fee,2
插播,1
收听,1
弱项,1
挺,5
磨灭,1
抵御,2
知觉,1
电视节,1
电视节目,1
屏幕,3
整天,1
订户,1
幸存,1
易,4
堪忧,1
热卖,1
iTunes,3
完整版,1
整版,1
伤,1
拱手,1
云,3
火狐,2
Firefox,1
母,2
感谢,3
Venture,4
创业资金,2
遗产,1
贷,8
亲戚,1
凑钱,1
抵押,12
群体,1
银行贷款,1
赎,1
瓶颈,1
国度,1
高风险,4
换取,2
Investment,4
or,1
VC,2
水漂,1
哲学,2
哲学家,2
黑格,1
黑格尔,1
All,1
is,4
real,2
rational,2
all,2
恩格,1
恩格斯,1
格斯,1
杜,3
金融业,9
Public,2
债券,13
Bonds,1
国债,2
投资收益,3
Funds,2
收买,1
保险,18
保险公司,6
Geico,1
Government,1
Employee,1
Insurance,1
超低,1
超低价,1
确认,4
实业,3
实业家,3
卷,3
骗子,2
骗,3
事件,9
Social,1
Security,1
Credit,3
记录,7
诚实,2
Innocent,1
Honest,1
诚信,1
骗取,1
堵死,2
健全,3
发达国家,2
想象力,1
总体水平,1
平衡,3
产业化,1
发掘,1
呈,2
推动力,1
Institute,2
滚,1
财务报告,1
准确,9
海外投资,1
印度,5
税务,1
动产,3
Cash,2
Flow,2
汉堡,1
Burger,1
King,1
Hellman,1
Friedman,1
双击,20
广告公司,1
Double,2
Click,2
估价,19
重重,1
高超,1
技巧,1
摆平,1
劳工,1
蓝领,1
魔鬼,2
评估,5
决策,10
Institutes,1
邀集,1
Limited,3
Liability,1
LLC,3
避税,1
注册,10
特拉,3
特拉华,3
特拉华州,2
华州,2
开曼,1
开曼群岛,1
群岛,1
Cayman,1
Islands,1
Bahamas,1
股份,22
寿命,3
Close,1
General,4
Partner,3
干扰,1
监督,2
审计,1
Attorney,1
炒股,2
Board,2
Directors,1
Advisors,1
Doerr,1
北,7
Northern,1
Light,1
伯乐,3
Cybernaut,1
创投,2
邓,1
峰,1
网络安全,1
朱,2
敏,1
确保,1
技术顾问,1
变卖,1
回收,3
解禁,6
Lock,1
Period,1
抛售,6
涌,1
百家,5
提取,4
崇高,2
亚马,41
亚马逊,41
趣事,1
研讨,3
贵宾,1
礼仪,3
姐,2
前排,1
入座,1
客,2
角落,2
角落里,1
动辄,1
供,2
审查,1
投资商,2
Angel,2
敏锐,3
辛辛苦苦,3
苦苦,3
董,1
伙伴关系,1
Partnership,1
LP,1
Firm,1
社里,2
加倍,1
Match,1
利兹,3
口袋,6
Follow,1
Pass,1
义务,3
山姆,21
草案,1
美国专利局,1
专利局,1
递交,1
泡,1
Matlab,1
革新,3
Wifi,1
添加,2
补充性,1
亚平,14
精通,1
Plan,1
迪克,11
加盟,3
投票权,5
计划书,3
减持,1
查理,1
查理曼,1
证实,2
复杂度,1
抄袭,1
Pre,2
Money,6
Post,1
成员,2
全职,4
Vested,1
开展业务,2
展业,2
通科技,1
总裁兼,1
营销,6
万股,7
核算,2
两百万,2
稀释,3
Dilute,1
空头,1
钞票,4
补偿,1
Prototype,1
花完,2
作价,9
股数,1
委派,1
样品,1
研制成功,1
制成,2
东芝,1
东芝公司,1
博,3
协,2
增发,2
原始股,1
厌烦,1
求助,3
参考,3
漫天,1
贬,2
渐进,1
开销,7
划算,1
Fair,1
Market,3
Value,2
屋子,1
嘴,1
舌,1
兑现,1
分钱,3
中举,1
关键性,2
分阶段,1
循,1
搞清,2
搞清楚,2
相面,2
身材,1
面相,1
清清,1
清清楚楚,1
楚楚,1
认购,3
IPO,3
名牌,8
面谈,1
仔细听,1
账,3
毛钱,2
假设,3
跻身,1
亿部,1
补丁,2
手机软件,3
市盈率,4
Billion,1
Dollar,1
难倒,1
贪,1
整轮,1
AR,1
DC,1
新颖,2
新颖性,2
撞车,2
现成,2
硅片,1
剩余,3
级数,4
Evolution,1
Revolution,1
文词,1
差远,1
PayPal,13
数十万,1
条件成熟,1
支票,8
商家,30
奸商,1
买家,10
银行帐号,1
帐号,3
告知,1
货款,2
账户,2
欺诈,8
付款,9
追款,1
购物,3
Discounted,1
新创,2
素质,3
High,1
Profile,1
资金投入,1
甩手掌柜,2
手掌,2
掌柜,2
闻问,1
奥尼尔,2
尼尔,3
州长,3
施瓦辛格,2
辛格,2
稀里糊涂,1
局限性,1
限性,1
门路,3
介入,2
少走弯路,1
走弯路,1
弯路,4
形形色色,1
形色,1
留心,1
Logo,1
明暗,1
分明,1
印刷,6
套色,1
黑字,1
名片,2
复印,5
复印件,4
黑,4
商业伙伴,2
深刻,1
深刻印象,1
刻印,1
拷贝,2
精心,1
精心设计,1
深浅,1
迷惑,1
事务,2
攥,3
推销,10
推销产品,2
摸,2
牵线,1
牵线搭桥,1
搭桥,2
关系网,1
买主,1
客观,2
收购案,2
马太,1
马太效应,1
求职,2
眼中,2
热门,6
魅力,1
贱卖,1
忙,3
Voting,1
Power,1
欢,1
前台,3
主角,3
辅助,1
伸,1
太长,1
招揽,1
干事,1
吃奶,1
提款,1
提款机,1
圈子,3
圈子里,1
沙丘,3
Sand,2
Hill,2
Road,2
北部,1
门罗,1
Menlo,2
高速路,1
两公里,1
街,1
Kleiner,2
Perkins,2
Caufield,2
Byers,2
NEA,2
New,1
Enterprise,1
Associates,1
Mayfield,2
古城,1
摩,1
准确性,1
备,1
backing,1
Amgen,1
SanDisk,1
红杉树,3
杉树,3
长寿,2
直径,1
米,3
寿命长,1
两两,1
唐纳,1
唐纳德,1
汀,2
Don,1
Valentine,1
取名,2
Seed,1
Stage,3
Early,1
Growth,1
雪中送炭,2
发展潜力,2
跳变,1
Sudden,1
Change,1
吃螃蟹,1
螃蟹,1
背面,1
作成,2
钢铁厂,1
铁厂,1
思路,2
脑瓜,1
动作,1
交战,1
CA,1
阳,1
霄,1
国航,1
厦,1
邮编,2
南京,1
西路,1
恒隆,1
广场,2
遍,1
开发计划,1
Amazon,2
膛,1
结舌,1
布鲁克,1
贝叶,1
贝叶斯,1
B,2
国务,4
国务卿,2
鲍威尔,1
威尔,2
Joy,1
绿色,3
集资,1
施加,1
施加影响,1
生命科学,2
数理,1
信息安全,3
礼,1
贤士,1
Email,2
回复,1
分部,1
东长安,1
东长安街,1
长安,1
长安街,1
房间,1
淮海,1
淮海中路,1
海中,1
中路,1
嘉华,1
软银,1
集团,4
Bank,8
IDG,1
报酬,1
敬意,2
正面,3
负面,1
金融危机,15
油价,19
产业结构,2
攫取,1
表演,1
科技产业,2
姊妹,1
姊妹篇,1
奥德,1
奥德赛,1
德赛,1
猴王,4
统领,1
猴子,3
臣服,1
欺负,1
马首,3
瞻,3
抵,4
熟知,2
避开,1
闷头,1
逐,1
抛开,1
灭亡,1
综合,6
公路,2
计算机病毒,1
病毒,1
间谍,1
Spyware,1
悲哀,1
毒,2
标榜,1
卖点,2
辟,2
蹊径,2
遵守,3
吃饭,1
编写,1
翻译,5
书店,5
科技图书,1
柜台,6
证书,2
复习,1
王位,1
敲门,1
敲门砖,1
泰山,1
奥运,6
召开,1
曝,1
高通,29
高通公司,21
QualComm,2
越战,1
国际标准,2
G,12
WCDMA,7
TD,1
SCDMA,1
加进,1
WiMax,2
抢占,2
诺基亚公司,1
擒贼,1
擒贼擒王,1
擒王,1
两败俱伤,1
十日,3
部手机,1
唱主角,1
猛涨,2
数亿,2
扶植,8
强制,2
强制性,1
干预,3
强化,3
端,2
石油市场,1
新科,1
新科状元,1
油田,2
俄国,2
开采权,1
英荷,1
壳牌,1
Shell,1
效率高,1
百万份,1
万份,1
GM,1
丰田公司,1
形容,3
万灵药,1
灵药,1
病,2
疾病,1
药物,1
主导性,1
耦合,3
孤军,1
孤军奋战,1
奋战,1
弱,4
米林,1
Michelin,1
轮胎,2
火石,1
Firestone,1
亨利,2
Johnson,2
保洁,1
指标,1
硬性,2
愈,1
俱乐部,1
恶意,6
局部,1
Niche,1
美国联邦政府,1
联邦政府,3
邦政府,3
货源,1
器件,4
中选,1
宗,3
选型,2
甲,1
乙,1
反托拉斯,1
托拉,1
托拉斯,1
解决问题,2
魔法,1
信心,5
否认,1
找麻烦,1
公平竞争,1
年报,1
Earthlink,1
写入,1
思考,1
万世,1
基业,1
列表,1
新陈代谢,1
代谢,1
中文,2
翻译成,4
译成,4
Peter,1
Norvig,1
根源,2
青少,1
青少年,1
中年,2
中年期,1
辛弃疾,1
愁滋味,1
滋味,1
忙碌,1
早熟,1
山景,1
城,1
墙,1
参观,4
画,1
顶部,2
缩,2
增长速度,2
乌尔,1
乌尔斯,1
霍尔,2
霍尔茨,2
尔茨,2
Urs,1
Hoelzle,1
庆贺,1
位数,1
监,1
长成,1
Baby,1
Giant,1
抢占市场,1
网络广告,1
Ad,1
Sense,1
Content,1
Comscore,1
Nelsen,1
Hitwise,1
早年,2
前年,1
增长点,1
危险,2
进账,1
花旗,13
花旗银行,8
金融公司,7
高速成长,2
速成,2
坏账,3
黑洞,1
财源,3
Adwords,1
Adsense,1
广告业,10
投放,16
准确率,1
广告商,6
动态,1
DoubleClick,1
仔细分析,1
细分,1
广告业务,1
相邻,1
广告投放,7
做广告,11
前提,4
找准,1
航天,2
全球卫星,1
DirecTV,5
卫星电视,5
电视网,5
视网,5
休斯,18
奢想,1
迈,1
航空公司,2
Hughes,1
Aircraft,1
德尔,1
德尔克,1
尔克,1
Delco,1
Electronics,1
年长,1
长城,7
运载,2
运载火箭,2
火箭,3
升空,1
DirectTV,2
泛美,1
雷达,3
洛克,2
洛克希,2
洛克希德,2
希德,2
马丁,1
雷,2
思罗普,1
格鲁曼,1
额,3
提供商,2
蒸蒸,1
汽车品牌,1
卡迪拉克,1
补贴,3
翻身,1
国防,4
工业部门,5
军火,2
军火商,2
Raytheon,1
默克,1
News,1
陆陆,1
陆陆续续,1
输血,1
子公司,6
蒂,1
棋盘,1
布局,3
完美,3
实空,2
舍,1
皆,2
隅,1
桑榆,1
乾坤,1
挪移,1
根子,1
盘子,1
盘中,1
餐,1
高尔夫,1
高尔夫球,1
高尔夫球场,1
伍,1
完全正确,1
意图,2
宣扬,2
成熟期,1
深深,1
植入,1
风格,1
涉,2
跨国企业,1
国企,1
涉足,2
走入,1
课堂,4
退缩,1
空前,1
发言权,7
铁板,1
板块,1
赴,1
挫折,1
反反,1
反反复复,1
业务收入,1
客户端,1
变薄,1
官凯文,1
凯文,1
约翰逊,1
品位,1
探索,2
键,2
两键,1
设法,1
菜,1
分工,2
受限,1
受限制,1
朴实,1
表面,2
拆开,1
开放系统,1
iMac,1
桌面,1
MacBook,1
Air,1
超薄,1
Symbian,1
源代码,1
代码,1
根结,2
紧箍咒,1
成型,1
改良,1
银行业,9
跨行,1
跨行业,1
巨子,1
新生,1
科学技术,3
次次,1
耐克,1
Nike,1
鲍尔默,3
Allchin,1
流毒,1
乡佬,2
唠叨,1
辟谣,1
Leland,3
Sr,1
铁路,3
阶层,1
Elite,1
Class,1
天文数字,1
存款,2
捐赠,8
捐款,2
夷,1
殷勤,2
怠慢,1
慈善,5
慈善家,2
国学,6
兰德,4
Jr,1
伤心,1
Children,1
California,1
Junior,1
奠基,1
奠基仪式,1
仪式,1
招收,1
首批,1
胡佛,3
豪,7
开课,1
长辞,1
遗孀,1
冻结,1
财产法,1
信托,2
Living,1
Trust,2
乔丹,5
Jordan,2
关掉,1
丈夫,1
寿,1
俭,1
仆,1
运转,4
闲钱,1
沽名,1
沽名钓誉,1
钓誉,1
善行,1
动身,1
华盛,3
华盛顿,3
克里夫,1
克里夫兰,1
里夫,1
里夫兰,1
解冻,1
妇,1
赞扬,1
善良,1
妇女,1
爱心,2
维系,1
校友,11
毅力,1
公关,2
狂傲,1
合集,1
侧重,2
文科,1
理工科,1
物理学,1
兼修,1
综合排名,1
政治学,1
治学,1
名列,1
名列前茅,1
前茅,1
商学,20
商学院,20
法学,3
法学院,3
缺,3
胳膊,1
腿,1
普林斯,7
普林斯顿,7
办学,2
理念,10
素质教育,1
掩饰,1
考试题,1
试题,1
D,2
滤波,2
滤波器,2
教师,1
考题,1
济学,3
终身,2
沃尔夫,2
菲尔,1
卓著,1
数学家,1
普利,1
普利策,1
百十名,1
敷,1
财政危机,2
筹款,1
澳门,1
紧密,3
航空工业,2
眼睁睁,1
渡难,1
里德,1
德里,1
德里克,1
兴奋,1
秘密,1
秘密武器,1
建筑,1
租约,1
柯达,2
柯达公司,2
跨入,1
契机,4
波士,5
波士顿,5
两旁,1
亚太,1
注入,1
叠加,1
全新,3
强烈,1
开放性,4
校门,1
西点,1
陆军,1
陆军学院,1
安纳波利斯,1
波利,1
波利斯,1
Annapolis,1
海军,2
围墙,2
田园,1
亚,4
置身,2
象牙,4
象牙塔,4
交通工具,1
通工,1
点线,1
授业,2
解惑,2
域,2
特区,1
申请报告,1
评审,4
申请费,1
DARPA,3
国防部,1
防部,1
DOD,1
学术报告,1
楼台,1
教职,1
喜,1
贺,1
交帐,1
演示,1
做学问,2
学问,5
暑假,3
贾,3
系里,1
弊,2
基础科学,1
材料科,1
材料科学,1
研究课题,3
课题,14
商业价值,3
纳税,1
提问,2
讽刺,1
结余,1
营造,4
清高,1
博士生,12
屑,1
显易,1
锻炼,3
保持联系,1
脱节,1
紧密联系,1
两头,3
师生,2
学术性,1
动脑,1
动脑筋,1
脑筋,2
编码法,2
篇,1
信道编码,1
Avanta,1
拨号,1
兼职,1
教课,1
抽身,1
闯荡,1
Atheros,1
具体实施,1
北美,2
美国麻省理工学院,1
滑铁卢,1
program,1
两全,1
承受,1
优先选择,1
优秀学生,2
龄,1
赞助,2
科研项目,1
硕士,3
硕士学位,3
学位,14
进修,2
学期,2
业余,1
业余时间,1
博士学位,3
深知,1
职业培训,2
修课,2
远程教育,1
听课,1
教室,2
踏进,1
补习,1
助学,1
助学金,1
争取,1
日理万机,1
MBA,2
EMBA,1
难进,3
贯,1
缺钱,1
砸,1
入学,2
资格考试,2
Qualification,1
Exam,1
刷掉,1
热潮,2
生源,3
巨资,2
万万,1
耐烦,1
讲道,1
吵吵,1
浪费时间,1
费时,1
费时间,1
低潮,1
转行,1
信息处理,1
计划性,1
纽曼,13
洪堡,12
毕业典礼,1
典礼,1
称呼,1
My,1
Boss,1
终止,2
特例,1
优越,1
唐代,1
韩愈,2
基础课,1
微积分,1
积分,1
讲授,1
家长,2
时日,1
青藤,1
袭,3
高素质,1
教养,1
绅士,1
孔子,1
谋,1
授,1
技,5
训练,3
德行,1
拉丁,1
拉丁文,1
古代,1
艺,1
英国牛津,2
牛津,4
求学,1
观念,1
高教,4
普鲁士,5
外交,2
外交家,2
教育家,4
牧师,1
强权,1
农业国,1
强国,2
苏联,4
综合性,2
合性,2
政法,1
政法学院,1
研究生院,3
丹尼,1
丹尼尔,1
Daniel,1
Gilman,1
私塾,1
高职,1
生长,1
州政府,4
聘请,2
负,1
研究型,6
生涯,3
安德鲁,2
德鲁,2
怀特,5
Andrew,2
White,2
乡村,1
卡耐基,3
耐基,3
隆,2
遍访,1
邀请,1
社科,1
学科,1
赖斯,1
SRI,1
国防科,1
国防科技,1
片面,1
主教,1
Oxford,1
Movement,1
围棋,1
Knowledge,4
雕,1
虫,1
演讲,1
Ideas,1
学分,2
相学,4
求知,1
求知欲,1
聚,3
教,1
HBS,1
吃住,1
放假,1
获取,3
交学费,1
赤,1
墨黑,1
束,1
糟,1
参差,2
招生,1
招生数,1
主动性,1
取长补短,2
补短,2
加州理工学院,2
Cal,2
Tech,2
精深,1
境,1
逾,2
外延,2
Mozilla,1
Emacs,1
网页,14
医科,1
住院,1
住院医生,1
外国,1
学业,3
ATP,1
网球,2
选手,1
游泳,2
游泳队,2
枚,3
金牌,2
埃文,1
埃文斯,1
泳坛,1
届,1
麦肯罗,1
橄榄球队,1
球队,2
篮球队,1
成绩,1
音乐学,1
音乐学院,1
音乐系,1
钢琴家,1
琴家,2
斯坦恩,1
Stern,1
提琴,1
提琴家,1
马友友,1
友友,1
罗丹,2
雕塑,2
收藏,1
作品,2
真品,3
模具,1
浇筑,1
完毕,1
毁掉,1
校园环境,1
宽阔,1
Be,1
an,1
expert,1
aspects,1
右,3
私学,1
呆气,1
孵化器,4
化器,4
开绿灯,1
绿灯,1
万事,2
万事俱备,1
俱备,1
欠,1
东风,2
肯尼,3
肯尼迪,3
导弹,1
卡门,4
钱学森,1
心目,1
荣誉,1
宫,1
楼梯,1
年迈,1
趔趄,1
摔倒,1
搀扶,1
意味深长,1
深长,1
扶,2
普普通通,2
通通,2
找钱,2
百忙,1
百忙中,1
广告效应,1
电影明星,1
糊里糊涂,1
试想,1
虚设,1
通报,2
倾囊,1
倾囊相助,1
相助,1
慷慨,2
衷心,1
感激,2
师弟,1
师妹,1
坛,3
Entrepreneurship,1
Corner,1
英语角,1
轮流,1
主讲,1
宾,1
指导,1
境界,4
妨碍,3
骛,1
富安,1
磋,1
肩,1
具体措施,1
措施,1
宽容性,1
严禁,1
坦诚,1
协商,4
怜,1
税率,1
工程界,1
转悠,1
奋斗,1
选题,2
繁杂,1
茫,1
学长,1
热衷,2
创业项目,1
贺卡,1
T恤,1
T恤衫,1
恤衫,1
纪念品,2
邮票,2
盈利模式,1
撼,1
确确实实,1
参考资料,1
闭门,1
闭门造车,1
易趣,1
中东,1
想想,1
倒卖,1
完成学业,1
挖空,1
挖空心思,1
空心,1
心思,1
雅虎网站,1
成风,2
耻,1
耳濡目染,1
CLSP,1
师兄弟,1
异类,1
Follower,1
Founding,1
team,1
深入,1
里马,2
xx,1
开创性,1
前言,2
金融市场,1
巨变,1
文稿,1
席卷,1
Banks,1
美林,12
雷曼,23
贝尔斯,3
Bear,1
Stearns,1
坏消息,3
Lehman,1
抵债,1
狂跌,2
血洗,1
Bloodbath,1
财长,2
保尔,10
保尔森,10
美联储,6
联储,6
南,4
召集,1
美洲,6
America,4
商业银行,14
商讨,1
字号,1
克莱,3
坏帐,1
夜,1
星期日,1
期日,1
开盘,2
罔,1
闪电,1
谈判桌,1
全球股市,1
暴跌,3
跌幅,2
责备,1
救,6
难言,1
隐,1
AIG,7
岌岌,1
万亿美元,2
泡汤,2
苦心,1
力心,1
祸,1
萨,8
收拾残局,1
残局,1
烂帐,1
美利,1
美利坚,1
United,1
Socialist,1
Republic,1
States,1
法案,1
众议,1
众议院,1
议院,1
否决,1
参众两院,1
两院,1
央行,1
紧急,1
降息,1
基点,1
厘,1
段落,1
RIMM,1
度提高,1
黎明,1
未尝,1
庄家,8
唱,2
悲剧,1
扼杀,2
新星,1
金融体系,3
国父,1
亚斯,1
富兰克,1
富兰克林,1
兰克,1
银行家,4
财政部,7
财政部长,4
汉密尔,2
汉密尔顿,2
密尔顿,2
尔顿,2
英年,1
英年早逝,1
早逝,1
财政权,1
政权,1
中央银行,2
造币,2
印制,1
缔造,1
澄清,1
谬误,1
蒙受,2
荒谬,1
柴尔德,12
尔德,13
Rothschild,2
犹太,3
德语,2
发音,1
罗特希尔德,1
特希尔,1
希尔德,1
th,1
t,2
sch,1
sh,2
读音,1
ro,1
ild,1
知识界,1
国难,1
国难财,1
直系,1
子侄,1
亨,1
筹备,1
筹备工作,1
递增,3
保险柜,1
藏,1
逻辑,1
春秋时代,1
陶朱公,3
银子,3
十次,1
弄清,2
弄清楚,2
请教,1
衰微,1
咨询,2
真相,1
蹶,1
矛盾尖锐,1
尖锐,1
撤走,1
博物,1
博物馆,1
珍藏,1
瘦,1
骆驼,1
喘息,1
希特,1
希特勒,1
特勒,1
迫害,1
势力,1
东欧,4
瑞士,6
瑞士联合银行,4
UBS,2
瑞银,1
苏黎世,7
信贷,9
德意志,1
德意志银行,1
融,1
作坊,1
两位,2
private,1
wealth,1
management,1
法特,1
波尔,1
红葡萄,1
红葡萄酒,1
葡萄酒,2
